id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2015,Berlin-Mitte Value! Quiet courtyard/very central,2217,Ian,Mitte,Brunnenstr. Süd,52.53453732241747,13.402556926822387,Entire home/apt,60,4,118,28/10/2018,3.76,4,14
2695,Prenzlauer Berg close to Mauerpark,2986,Michael,Pankow,Prenzlauer Berg Nordwest,52.54851279221664,13.404552826587466,Private room,17,2,6,01/10/2018,1.42,1,
3176,Fabulous Flat in great Location,3718,Britta,Pankow,Prenzlauer Berg Südwest,52.534996191586714,13.417578665333295,Entire home/apt,90,62,143,20/03/2017,1.25,1,22
7071,BrightRoom with sunny greenview!,17391,Bright,Pankow,Helmholtzplatz,52.5431572633131,13.415091104515707,Private room,42,2,197,04/11/2018,1.75,1,2
17409,Downtown Above The Roofs In Berlin,67590,Wolfram,Pankow,Prenzlauer Berg Südwest,52.52907092467378,13.412843393984936,Private room,45,3,279,01/11/2018,2.83,1,4
17904,Beautiful Kreuzberg studio/WiFi (reg. pend.),68997,Matthias,Neukölln,Reuterstraße,52.495476326623894,13.421821277536653,Entire home/apt,49,5,223,30/10/2018,2.1,1,23
22677,Prenzel garden with leafy terrace,87357,Ramfis,Mitte,Brunnenstr. Süd,52.53434836322021,13.405576517191426,Entire home/apt,160,3,223,05/11/2018,2.27,1,22
23834,Apartment in the heart of Berlin,94918,Tanja,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.489714426323665,13.379747575408963,Entire home/apt,65,60,96,30/06/2018,0.94,1,27
26543,Helmholtzplatz Bright&Spacious Apt.,112675,Terri,Pankow,Helmholtzplatz,52.54406239119687,13.421376521988277,Entire home/apt,197,3,163,05/11/2018,1.63,1,33
30295,PEACEFUL FLAT WITH VINTAGE TOUCH IN PRENZLAUERBERG,485838,Michele,Pankow,Helmholtzplatz,52.54596726018988,13.422358872353616,Entire home/apt,100,4,240,01/11/2018,2.42,4,29
31440,"Nice Room in Prenzlauerberg,",135046,Thomas,Pankow,Helmholtzplatz,52.5430892935274,13.42245309399176,Private room,44,1,28,28/10/2018,4.94,1,36
33043,Central Bright Bellevue Free Parking WIFI 4G,143180,Claudio&Irina,Mitte,Moabit Ost,52.521417975814856,13.357082298389068,Entire home/apt,62,3,144,04/11/2018,1.44,1,34
36480,ChimaysaberlinB&B Single Bedroom,156897,Helen,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.519676583782385,13.302088764141637,Private room,40,1,33,19/10/2018,1.63,2,29
37052,QUIET n SUNNY FLAT in MITTE/PBERG,149093,Rob,Mitte,Brunnenstr. Süd,52.538220334346455,13.404625244040142,Entire home/apt,52,2,307,04/10/2018,3.04,2,2
37836,Weekend in Berlin Party Center - II,272316,Desiree,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49847237312909,13.440131897810144,Private room,39,1,161,30/10/2018,1.59,2,12
38074,3 months min stay in the heart of Prenzlauer Berg!,163384,Alan & Kasia,Pankow,Prenzlauer Berg Süd,52.53680114276391,13.42546637252866,Entire home/apt,80,84,102,21/07/2018,1.03,10,22
42809,The Berlin Artist Apartment.,186851,Tina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51175980499,13.455361679724279,Entire home/apt,119,4,109,04/11/2018,1.14,1,28
44423,Lovely accommodation in Berlin,194957,Robert,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50888446540405,13.456360976343932,Private room,56,2,101,09/10/2018,1.02,1,3
46161,Design-Room in Mitte/PrenzlauerBerg,201936,Giorgio,Pankow,Prenzlauer Berg Südwest,52.53254194634929,13.409825660460802,Private room,50,4,151,11/03/2018,1.63,1,
54952,Riverfront Panorama,258697,Trent,Mitte,Alexanderplatz,52.52359308009272,13.387406366668039,Private room,55,4,156,14/10/2018,1.6,1,3
57209,Top apartment in Mitte-Arkonaplatz,272286,Vilius,Mitte,Brunnenstr. Süd,52.536830962731266,13.398966507950535,Entire home/apt,80,3,160,03/11/2018,1.68,1,26
63052,"Beautiful, quiet, clean & central.",307513,Shoshik,Neukölln,Neuköllner Mitte/Zentrum,52.46892121357074,13.434541014208675,Private room,37,6,96,01/10/2018,1.28,2,34
63468,Ferienwohnung Kreuzberg,309364,Kreuzberger,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50359828363869,13.432059921311799,Entire home/apt,52,2,89,21/10/2018,1.16,3,32
68448,Spacious & quiet apt near Mauerpark,163384,Alan & Kasia,Pankow,Prenzlauer Berg Nord,52.549798103307225,13.415959608867745,Entire home/apt,84,3,220,21/10/2018,2.43,10,31
73302,Penthouse-Loft  Berlin-Schöneberg,382638,Hardy,Tempelhof - Schöneberg,Schöneberg-Nord,52.501054343895426,13.350320889902523,Entire home/apt,69,3,200,29/10/2018,2.14,1,17
81081,Beautiful Prenzlauer Berg Apt,425899,Bernd+Katja :-),Pankow,Prenzlauer Berg Nord,52.549680962010505,13.415277910466589,Entire home/apt,66,3,238,28/10/2018,2.59,1,6
83183,Garden Apartment-Prenzlauer Berg,453109,Angela L.,Pankow,Prenzlauer Berg Süd,52.5367732257693,13.42446883280099,Entire home/apt,53,2,197,29/10/2018,2.23,2,24
83568,Beautiful stylish Prenzlauer Berg rooftop apt.,455670,Olaf,Pankow,Helmholtzplatz,52.54484866792699,13.418909904797255,Entire home/apt,70,3,2,22/10/2018,1.54,1,13
83614,"Spacious & Elegant Flat, 2 bathrooms, full kitchen",456085,Louis,Pankow,Helmholtzplatz,52.54621993958731,13.417857494605345,Entire home/apt,92,1,265,30/10/2018,2.86,2,32
85560,Apartment 1 in Berlin,451311,Ruth,Mitte,Brunnenstr. Süd,52.53181501425351,13.382298973709077,Entire home/apt,75,3,47,23/10/2018,1.09,3,32
87549,Independent room in green Kreuzberg,81113,Carol,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.496155560021876,13.373974369710004,Private room,48,2,167,04/11/2018,1.82,1,33
102882,STORAGE APARTMENT URBAN,86173,Sebastian,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48878301318277,13.421956318303518,Entire home/apt,506,3,112,16/04/2017,1.24,2,
106290,GREAT apartment in BERLIN-KREUZBERG,542540,Bart,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49727117967017,13.431767728091799,Entire home/apt,50,1,154,08/10/2018,1.69,1,31
106331,Beautiful flat in Prenzlauer Berg,551159,Lauri,Pankow,Prenzlauer Berg Süd,52.533703148190874,13.436699040185667,Entire home/apt,82,60,91,20/10/2018,1.0,2,31
111579,IN THE CENTER OF BERLIN.....,570951,S. Kjel,Mitte,Alexanderplatz,52.52720111795706,13.4095282119564,Entire home/apt,70,4,114,05/06/2016,1.33,2,19
127708,Design Jewel in the midst of MITTE!,632174,Stéphanie,Mitte,Alexanderplatz,52.51964880397617,13.410989725180972,Entire home/apt,89,2,443,23/10/2018,5.2,5,29
135097,Nähe KaDeWe & Kurfürstendamm,662534,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.50089197267288,13.346918478733341,Entire home/apt,96,1,148,21/10/2018,1.67,1,20
138955,Guest Apartment near Viktoriapark,677988,Pigi,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490974763680875,13.376910146481142,Entire home/apt,75,2,191,29/05/2016,2.13,1,
139769,Mitte Auguststrasse Room Central&Charming,681637,Stefano,Mitte,Alexanderplatz,52.52810573094471,13.391946163496941,Private room,55,2,226,03/11/2018,2.54,1,32
145249,Private Wing of Penthouse - Terrace,703493,Evelyna,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51819219317533,13.461220877937736,Private room,70,3,107,12/10/2018,1.41,1,5
153015,Central Artist Appartement Prenzlauer Berg,735823,Marc,Pankow,Helmholtzplatz,52.54714552904224,13.418253805829686,Private room,52,3,127,06/11/2018,1.61,1,34
156010,TWO ROOM APARTMENT ALEXANDERPLATZ ,750165,Angela,Mitte,Alexanderplatz,52.515535120451595,13.424467420462495,Entire home/apt,36,90,95,29/08/2017,1.06,1,
157839,room in typical berlin-style apt.,671536,Nicole,Mitte,Moabit West,52.53082537497308,13.342213964835418,Private room,29,1,252,18/10/2018,2.96,1,32
160517,Nice House in the Near from the Airport Tegel,768932,Sven,Reinickendorf,West 3,52.59656148881527,13.302177471255856,Entire home/apt,65,2,5,01/11/2018,2.11,1,21
161425,Cozy Apartment Gauystraße near Schönhauser Allee,772420,Niko,Pankow,Helmholtzplatz,52.54566761341074,13.414469175064474,Entire home/apt,70,2,103,21/09/2018,1.36,1,4
167189,Colorful & Bright Spot BerlinKrzbrg,796727,Juan,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.501885442770195,13.438014425329065,Private room,49,3,374,13/10/2018,4.21,1,
171746,Lovely oasis in heart of Prenzlberg,819384,Eva-Marion,Pankow,Helmholtzplatz,52.544105902553355,13.41409916284289,Entire home/apt,70,4,84,30/10/2018,1.73,1,32
174579,Berlin City Studio 4 mit W-Lan,833995,Ilona,Mitte,Alexanderplatz,52.509054855173844,13.41556268538749,Entire home/apt,76,60,81,23/09/2016,0.98,4,
179102,"registered, legal hughe penthouse for 1-2 families",857327,Alke,Pankow,Pankow Zentrum,52.5686812824015,13.399690953780912,Entire home/apt,170,2,118,24/10/2018,1.42,1,24
181160,KINOMUSEUM,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49172695564685,13.421000419836647,Private room,39,2,385,30/10/2018,4.36,2,16
183206,Cosy Studio with balcony in Mitte,98237,Damian,Mitte,Alexanderplatz,52.52735491907917,13.38985627131661,Entire home/apt,64,1,389,01/11/2018,4.46,3,28
183988,Luxury Ku'damm Studio +  Bikes 4you,882801,Jennifer,Charlottenburg-Wilm.,Neue Kantstraße,52.50102762775477,13.302697494915236,Entire home/apt,100,2,350,27/10/2018,4.21,1,27
187206,cozy room,900521,Angelika-Maria,Mitte,Osloer Straße,52.56334466720359,13.388021573580916,Private room,25,2,224,04/11/2018,2.63,1,32
187326,Cozy Apartment with sun terrace,901252,Almuth,Steglitz - Zehlendorf,Drakestr.,52.444094109047846,13.294342076502476,Entire home/apt,59,3,63,22/09/2018,1.03,1,13
192052,studio apartment in mitte (N° 1),929943,Reineldis & Fabian,Mitte,Brunnenstr. Süd,52.52940390732017,13.39327420282074,Entire home/apt,79,2,212,30/04/2018,2.44,3,
192103,studio apartment in mitte (N° 2),929943,Reineldis & Fabian,Mitte,Brunnenstr. Süd,52.52957871113231,13.391711340752158,Entire home/apt,75,2,253,19/06/2018,2.94,3,
192499,FILMSALON,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4936479305933,13.421148882821425,Private room,49,2,398,29/10/2018,4.51,2,14
193625,perfect spot/place in Down Town :-),939077,Rob,Mitte,Alexanderplatz,52.527619309111245,13.388895101155162,Private room,38,3,341,06/11/2018,3.92,1,4
194465,Beautiful Loft-Studio with garden,944530,Christian And Verónica,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.520442263765545,13.444983885777429,Private room,75,3,132,04/11/2018,1.54,1,30
194546,Central modern 2-room flat in Mitte,944961,Veli,Mitte,Alexanderplatz,52.50604469012276,13.417929178855122,Entire home/apt,75,4,90,24/10/2018,1.12,2,6
194694,a light from heaven & an old school,945655,M,Lichtenberg,Alt-Lichtenberg,52.51244743327123,13.492144696962328,Private room,38,3,101,24/10/2018,1.17,2,14
196149,Best location in Berlin-Mitte /WIFI,954669,Martin,Mitte,Brunnenstr. Süd,52.53092443537318,13.403572311247895,Entire home/apt,74,2,301,29/10/2018,4.48,1,6
196285,Studio-apt Kreuzberg: central/cozy,955509,Karsten,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49689827689657,13.423479701611665,Entire home/apt,50,3,92,26/05/2015,1.06,3,
201224,very charming central apartment....,984036,Rene,Mitte,Tiergarten Süd,52.504484788621085,13.35903344819543,Entire home/apt,88,3,189,21/10/2018,2.31,1,13
203634,Outstanding penthouse in Prenz Berg,998898,Dimitry,Pankow,Helmholtzplatz,52.54301025680194,13.415250690082251,Entire home/apt,125,4,110,02/10/2018,1.29,1,9
204609,"Bright room in 1870s-building, nice neighbourhood",893138,Katja,Lichtenberg,Neu Lichtenberg,52.50521255445632,13.478590392843568,Private room,49,2,129,16/10/2018,1.49,1,2
206021,"Nice sunny room ,Central area...you",467895,Ursula,Charlottenburg-Wilm.,Mierendorffplatz,52.52464160751246,13.299494362945726,Private room,35,3,5,15/09/2018,1.17,1,31
210734,VERY CENTRAL AND COSY,1039350,Gosia,Mitte,Moabit West,52.5229757133339,13.33415700339061,Entire home/apt,165,3,245,02/11/2018,2.82,1,29
214491,"enchanting room in the centre,",1107206,Lalita,Mitte,Alexanderplatz,52.5207625967276,13.381918709025594,Private room,35,1,161,03/11/2018,1.9,1,32
214784,Charming Room in a beautiful flat,1108996,Alexandra,Neukölln,Reuterstraße,52.490044361012735,13.426967298411418,Private room,35,2,189,24/10/2018,2.17,1,6
214855,dnb-berlin - private room,706845,Anna,Mitte,Tiergarten Süd,52.50183956508407,13.354646685641047,Private room,45,3,195,13/10/2018,2.48,1,12
221015,clean calm cosy central apartment,1146238,Arzu & Tom,Mitte,Wedding Zentrum,52.540629677496234,13.351473944161677,Entire home/apt,75,1,413,03/11/2018,4.78,2,10
222784,"Queit-central-balcony-WiFi, lease - min 2 months",1156924,Kelly,Mitte,Moabit West,52.529803443195995,13.340366691280755,Entire home/apt,69,60,195,01/09/2018,2.32,1,33
229099,Nice room near airport Berlin SXF,1196119,Hannes,Treptow - Köpenick,Altglienicke,52.40354899284034,13.533731117373119,Private room,30,1,200,29/06/2018,2.43,1,31
229776,Cosy room in Mitte / Rosenthaler Platz,956350,Arne,Mitte,Alexanderplatz,52.52833799965169,13.406337450495052,Private room,46,3,106,04/11/2018,1.23,1,23
230824,Bright & Roomy in Vintage Home,1206680,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.506840814433545,13.470117582270042,Private room,28,1,130,24/10/2018,1.56,3,9
236552,Typical Berlin Alt-bau in Kreuzberg,1240184,Jessica,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497308494374,13.429808382656528,Private room,46,1,277,29/10/2018,3.21,1,7
237038,A lovely room in the Mitte - Berlin,253136,Peter,Mitte,Regierungsviertel,52.511045684345866,13.381400737088446,Private room,60,2,127,23/10/2018,1.48,3,10
238396,"Within the city, calm and leafy",1250154,Henrik,Pankow,Prenzlauer Berg Südwest,52.5321411985643,13.415193972599369,Entire home/apt,60,3,373,01/11/2018,4.38,2,9
238569,Nice bright flat near Mauerpark,1250911,May,Pankow,Prenzlauer Berg Nordwest,52.550490514601236,13.404158902385293,Private room,58,4,80,22/05/2018,0.96,1,27
239139,"Central, Berlin Mitte, 4 Pers.",1254352,Jana,Mitte,Brunnenstr. Süd,52.53624688585295,13.39794951411197,Private room,55,90,101,13/08/2018,1.19,2,19
240169,"Berlin, Neukölln, Room B",1259589,Alexine,Neukölln,Rixdorf,52.479170437611366,13.437874284970372,Private room,31,3,146,14/10/2018,4.33,3,
242366,Chic 2 room apartment  Berlin Mitte,1003245,Maryna,Mitte,Moabit Ost,52.523867805796364,13.357807298453261,Entire home/apt,45,2,105,12/10/2018,1.37,1,23
242978,Exclusive one-bedroom apartment,1275576,Thomas,Mitte,Moabit West,52.52803899815502,13.33020950403227,Entire home/apt,63,2,73,22/10/2018,1.02,6,25
243063,Holiday apartment in Berlin Mitte,1275846,Anna,Mitte,Brunnenstr. Süd,52.52850021063429,13.390670051625648,Entire home/apt,130,1,179,11/10/2018,2.31,2,4
243081,"Living with style, apartment 2",1275846,Anna,Mitte,Brunnenstr. Süd,52.529300335813915,13.390843054117079,Entire home/apt,120,1,150,12/10/2018,1.9,2,8
243238,Blue Jewel in Green Borough,1276585,Katharina,Treptow - Köpenick,Johannisthal,52.44595823727052,13.497777517486083,Entire home/apt,64,2,69,04/11/2018,1.53,1,32
244425,11th-Floor near KaDeWe!! -in Berlin,1282150,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.50040186218021,13.345326956497406,Entire home/apt,55,90,163,18/02/2018,1.92,4,30
245744,Apartment in central Berlin,1289259,Martina,Mitte,Regierungsviertel,52.521983608737116,13.390592110573774,Entire home/apt,150,3,104,09/10/2018,1.27,1,30
248192,Adorable apartment in the City Center of Berlin,662565,Gisella,Tempelhof - Schöneberg,Schöneberg-Nord,52.497819923780675,13.347333100731296,Entire home/apt,49,1,119,18/10/2018,1.49,6,24
249419,Studio to feel good Prenzlauerberg!,1306624,Au,Pankow,Helmholtzplatz,52.54300023226586,13.424867612774582,Entire home/apt,91,3,148,16/10/2018,1.78,1,31
250007,Exotic holiday apartment in Berlin,1310272,Jörg Und Sara,Tempelhof - Schöneberg,Schöneberg-Nord,52.494874698950795,13.35171087023955,Entire home/apt,69,2,114,07/10/2018,1.49,1,21
250376,142 m² = 1530 ft² ♥LOFT♥ROOMS in Friedrichshain,1312190,Davide,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.512132273142285,13.452285824669957,Private room,175,2,94,02/08/2018,1.13,2,15
252933,Room vibrant but cozy Schoeneberg,1328204,Jairo,Tempelhof - Schöneberg,Schöneberg-Nord,52.49838863133127,13.350093297874128,Private room,32,2,111,17/10/2018,1.49,1,25
252993,Pension am Traveplatz Zimmer 2,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51206994915768,13.471651967995689,Private room,32,2,131,03/11/2018,1.68,3,14
253128,Studion Apartment in Kreuzkölln,1329012,Bea,Neukölln,Reuterstraße,52.49114251607383,13.428309945009278,Private room,49,3,63,28/10/2018,1.18,2,3
254762,Cosy StudioFlat in trendy Kreuzberg,1171000,Bernardo,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.503229927028094,13.43322133745332,Entire home/apt,80,93,95,22/07/2018,1.11,3,9
254788,Cosy Flat in Kreuzberg 36!,1171000,Bernardo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49767581546101,13.413139592353673,Entire home/apt,75,93,99,25/04/2016,1.2,3,30
255557,Cosy studio FridayBerlin for you,1343263,Agnieszka,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.508981919092825,13.466488478543468,Entire home/apt,55,3,112,04/11/2018,1.45,1,4
255722,Renovated apt in an old building,1344455,Wolfram,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.495952960250825,13.38529139868868,Entire home/apt,65,3,79,05/11/2018,0.95,1,25
255778,Beautiful apt. in a great location,1344754,Bwk,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497011137976266,13.443700466582648,Entire home/apt,96,2,142,14/10/2018,2.83,1,24
256058,TOP Furnished Room in Graefekiez,1346383,Gaby,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4942859676032,13.417493125138098,Private room,33,1,74,04/11/2018,0.97,1,35
257317,Apartment in the heart of Berlin,1354122,Heike & Heinrich,Steglitz - Zehlendorf,Albrechtstr.,52.46369526645348,13.341943654743904,Entire home/apt,59,2,69,27/10/2018,0.95,3,21
257373,Sunny boutique studio Prenzl. Berg,1303212,David,Pankow,Prenzlauer Berg Südwest,52.53860501381979,13.41677855825432,Entire home/apt,99,2,113,22/09/2018,1.37,1,9
257658,Awesome Location Mitte / P'berg,1356042,Boris,Pankow,Prenzlauer Berg Südwest,52.530251608462095,13.41055735900726,Private room,49,2,201,24/10/2018,2.51,1,1
261834,"Sightseeing, relaxing and Shopping",253136,Peter,Mitte,Regierungsviertel,52.51109473409912,13.382891632427404,Private room,60,2,129,10/09/2018,1.55,3,9
263817,Lovely_room_Berlin_Neukölln,1152791,ClaasFlorian,Neukölln,Reuterstraße,52.4893043954756,13.426059422776477,Private room,45,2,3,16/09/2018,1.02,1,9
264459,"Central, cosy and one-of-a-kind",1250154,Henrik,Pankow,Prenzlauer Berg Südwest,52.53203418577178,13.417054215883228,Entire home/apt,60,2,426,04/11/2018,5.29,2,9
265444,Nice and big 8-bed-room in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51044446308398,13.445326376827564,Shared room,9,1,73,26/09/2018,0.96,14,31
267764,Berlin Mitte luxury,1382226,P. Oliver,Mitte,Brunnenstr. Süd,52.53785375113726,13.398178364623291,Entire home/apt,129,2,89,03/08/2018,1.11,1,
270477,QUIET GARDEN APT(child friendly),540534,Doris,Pankow,Helmholtzplatz,52.54335558388168,13.41735605912263,Entire home/apt,89,3,166,19/10/2018,1.98,1,31
271739,"X-Berg: central, quiet, bright, cosy and large",1422088,Gabriele,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50329384864887,13.420168003017013,Private room,43,3,202,23/10/2018,2.6,2,9
274072,PRETTY + CENTRAL,1433140,Dan,Pankow,Prenzlauer Berg Nord,52.54947193256126,13.417323390054191,Entire home/apt,60,3,126,28/08/2017,1.57,1,
274798,Splendid and Spacious in Kreuzberg,404149,Gernot,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.50074936635762,13.445464426554972,Private room,55,2,81,19/10/2018,1.05,2,33
276044,4th-Floor Apartment at Wittenbergplatz.,1282150,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.499436989803876,13.345089468166458,Entire home/apt,50,90,104,06/03/2018,1.25,4,34
279504,"Kreuzberg, lively cosy Bergmannkiez",1457373,Brigid,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48872295433483,13.396617827913667,Entire home/apt,45,270,86,09/07/2016,1.03,1,19
292864,Lounge Room –  Alex in 5 Min,286494,Project A,Pankow,Prenzlauer Berg Südwest,52.53001509967281,13.417625280702604,Private room,50,1,498,24/10/2018,6.29,3,24
301887,2nd-Floor near KaDeWe !! -in Berlin,1282150,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.499286499262766,13.344928199383848,Entire home/apt,55,90,109,04/03/2018,1.32,4,10
302167,Nice 2 Room apartment at Prenzl Bg,1554470,Hendrik,Pankow,Prenzlauer Berg Süd,52.5338602944383,13.427549554654885,Entire home/apt,66,3,66,15/01/2017,0.98,2,
304904,bedroom with your own bath,870376,Andreas,Pankow,Prenzlauer Berg Nordwest,52.55293693785537,13.404477353846184,Private room,37,2,161,02/11/2018,1.98,1,11
305987,Lovely Apartment in Berlin Prenzlauer Berg,246890,Imme,Pankow,Prenzlauer Berg Nordwest,52.54709985062895,13.407162376310506,Entire home/apt,69,3,201,24/10/2018,2.51,1,31
306041,"Lovely central room, Potsdamer Plz",253136,Peter,Mitte,Regierungsviertel,52.511558553957954,13.381605366901397,Private room,60,2,97,02/10/2018,1.18,3,10
306312,LOVINGLY RESTORED 100qm APARTMENT ,1575292,Michel & Anne,Pankow,Helmholtzplatz,52.53991618482666,13.421763734758642,Entire home/apt,165,4,162,28/09/2018,2.01,2,26
311703,Elegant 4 Room Apartment with 2 Bathrooms,1602903,Kathrin,Tempelhof - Schöneberg,Schöneberg-Nord,52.4959891694112,13.357160233002244,Entire home/apt,235,3,127,15/10/2018,1.62,1,27
316327,"Spacious, Sunlit & Great Furniture",1624693,Chris,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51300909481124,13.464336255541628,Private room,30,2,142,19/10/2018,1.8,1,2
316462,Central Mitte:Galleries/Bars/Rest.,98237,Damian,Mitte,Brunnenstr. Süd,52.528805431942864,13.38847176461706,Entire home/apt,84,1,234,17/10/2018,2.85,3,34
316547,Our Asia Room For You,275238,Ciska,Pankow,Prenzlauer Berg Süd,52.53199914610747,13.421706041920249,Private room,45,2,76,12/06/2018,0.98,2,3
320305,"Berlin Friedrichshain 1,5km to Alex",1641505,Sterni,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51744188387049,13.433149079873866,Private room,38,4,92,22/07/2018,1.7,1,
321295,Beautiful 1-room apartment,1354122,Heike & Heinrich,Tempelhof - Schöneberg,Friedenau,52.46401191748593,13.342431114971815,Entire home/apt,39,2,175,01/11/2018,2.25,3,15
321378,TOP-FLOOR APARTM./ 2 roof terraces/ Kastanienallee,3062473,Robin,Mitte,Brunnenstr. Süd,52.5347078003907,13.403589093600688,Entire home/apt,149,1,126,26/09/2018,1.55,3,34
322463,"Great value in Prenzlauer Berg, free parking",163384,Alan & Kasia,Pankow,Prenzlauer Berg Ost,52.540525990177564,13.43765050624436,Entire home/apt,87,3,273,01/11/2018,3.33,10,27
322520,Central studio w/ sunny GARDEN,163384,Alan & Kasia,Pankow,Prenzlauer Berg Nord,52.54228215090319,13.436394558227915,Entire home/apt,95,3,253,23/10/2018,3.09,10,26
323255,3 beds room No. 4 in Berlin,1654885,Claudius,Neukölln,Neuköllner Mitte/Zentrum,52.484369410847606,13.42814429260433,Private room,27,3,121,04/11/2018,1.49,11,34
323259,3 beds room No. 2 in Berlin,1654885,Claudius,Neukölln,Neuköllner Mitte/Zentrum,52.482902919890066,13.428394478352077,Private room,27,3,147,17/10/2018,1.84,11,34
323260,Apartment in Berlin for 1-3 persons,1654885,Claudius,Neukölln,Neuköllner Mitte/Zentrum,52.48388792366215,13.428707388755349,Entire home/apt,36,3,197,27/10/2018,2.56,11,24
326566,ruhiges Zimmer in Pankow/ Prenzlauer Berg,1669847,Peter,Pankow,Pankow Zentrum,52.582523762770556,13.419159104253271,Private room,28,3,43,01/11/2018,1.12,1,27
334133,Very centraly Apartment in Berlin 1,1702081,Agnes,Mitte,Brunnenstr. Süd,52.53641260184432,13.400405614701539,Entire home/apt,54,90,133,26/04/2016,1.68,3,
341910,Top floor apartment in Berlin,1734792,Peter,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.4995104267693,13.400510247272775,Entire home/apt,65,2,258,03/11/2018,3.18,1,35
342637,Cosy Apartment in Prenzlauer Berg,1738368,Rolf,Pankow,Helmholtzplatz,52.54155872811695,13.422994653806242,Entire home/apt,65,10,87,21/09/2018,1.08,1,32
344856,Too good to be true - in Friedrichshain Berlin,1749470,Apostolos,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51320924265306,13.458254420774102,Entire home/apt,60,1,138,22/10/2018,2.42,2,31
344986,Sunny Cosy Prenzlauer Berg Berlin,1293030,HaZaSu,Pankow,Prenzlauer Berg Südwest,52.53694697506237,13.420710099502527,Private room,70,2,141,21/10/2018,1.89,2,24
346404,WHOLE APARTMENT: SWEET & COZY HOME AWAY FROM HOME,1756052,TaTi,Treptow - Köpenick,Alt  Treptow,52.493293184481196,13.448558575818687,Private room,50,6,77,01/09/2018,0.95,1,
347762,Wonderful room  around Bergmannkiez,1744018,Kay,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48835740261553,13.393651349794233,Private room,35,2,81,03/09/2018,1.01,2,
355494,2-room-holiday-apartment,1799516,Ljubomira,Pankow,Blankenburg/Heinersdorf/Märchenland,52.58056841928899,13.445229784388385,Entire home/apt,48,2,108,14/09/2018,1.69,1,25
358746,+Private room with SHARED BATHROOM--,1150390,Arthur,Mitte,Regierungsviertel,52.5110876317351,13.384048582849616,Private room,36,2,65,16/08/2018,1.02,7,2
359917,Central located quiet place in the City,1820414,Simon,Tempelhof - Schöneberg,Schöneberg-Nord,52.49630276819034,13.342814880989101,Private room,39,2,231,30/10/2018,2.95,1,10
361487,Very centraly Apartment in Berlin 2,1702081,Agnes,Mitte,Brunnenstr. Süd,52.53663771223045,13.401454881286616,Entire home/apt,36,90,121,31/07/2017,1.55,3,16
362701,Stylish lodge in the heart of Kreuz,1832975,Ursula,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50332881100493,13.43878167302309,Entire home/apt,89,3,313,14/09/2018,3.92,1,15
